learner_id,career_goal,current_skill_level,prior_experience_months,completed_modules_count,avg_quiz_score,avg_coding_challenge_score,time_spent_hours_per_week,preferred_learning_pace,score_python,score_statistics,score_ml_algorithms,score_deep_learning,score_sql,score_data_visualization,dropout_risk,next_best_module
LRN00601,Data Scientist,Beginner,2.5,1.0,60.1,61.7,3.4,Slow,67.0,60.1,73.1,57.0,26.0,37.7,1,SQL for Analysts
LRN00602,ML Engineer,Beginner,7.0,4.0,60.3,65.6,4.9,Slow,61.2,43.8,29.9,66.1,36.4,2.6,1,ML Algorithms Intro
LRN00603,MLOps Engineer,Intermediate,10.4,8.0,78.7,80.9,9.6,Moderate,80.8,70.6,75.1,52.0,86.2,51.9,0,Deep Learning Basics
LRN00604,ML Engineer,Beginner,4.4,3.0,54.5,54.0,3.5,Slow,55.8,48.4,66.6,63.3,27.1,59.0,1,SQL for Analysts
LRN00605,MLOps Engineer,Advanced,23.9,7.0,100.0,60.3,9.2,Moderate,79.0,90.9,72.2,47.0,79.1,68.0,0,ML Algorithms Intro
LRN00606,ML Engineer,Beginner,3.2,2.0,36.9,60.3,4.4,Slow,66.5,29.8,49.2,48.5,61.9,24.8,1,ML Algorithms Intro
LRN00607,MLOps Engineer,Beginner,10.4,1.0,42.7,52.5,15.7,Fast,56.9,39.5,42.8,47.0,53.0,36.0,1,Deep Learning Basics
LRN00608,Data Analyst,Beginner,1.6,2.0,41.8,60.3,1.7,Slow,57.6,48.9,0.0,17.3,61.9,37.4,1,Statistics for DS
LRN00609,ML Engineer,Beginner,1.9,3.0,39.5,36.8,0.5,Slow,39.7,61.2,35.4,34.8,18.0,51.8,1,ML Algorithms Intro
LRN00610,Data Scientist,Beginner,3.0,3.0,15.2,24.3,5.0,Slow,62.3,40.1,54.8,25.5,57.1,33.7,1,Statistics for DS
LRN00611,ML Engineer,Intermediate,10.4,18.0,85.6,72.4,9.2,Moderate,63.3,27.6,65.7,52.1,67.4,26.2,0,Statistics for DS
LRN00612,ML Engineer,Beginner,4.3,4.0,29.6,30.7,5.8,Moderate,55.0,33.1,48.4,18.2,17.5,58.3,1,Deep Learning Basics
LRN00613,MLOps Engineer,Intermediate,13.2,4.0,67.5,69.2,8.9,Moderate,65.3,61.9,52.6,50.3,56.6,69.5,0,Python Foundations
LRN00614,MLOps Engineer,Advanced,55.7,31.0,58.7,68.4,3.6,Slow,89.3,86.1,90.0,70.3,83.8,84.4,0,Deep Learning Basics
LRN00615,Data Scientist,Intermediate,6.0,13.0,74.3,68.9,14.1,Fast,53.6,93.6,74.2,54.9,52.6,24.5,0,Statistics for DS
LRN00616,ML Engineer,Intermediate,1.7,12.0,53.2,59.1,1.6,Slow,61.4,81.0,68.1,79.9,85.4,57.5,1,Python Foundations
LRN00617,ML Engineer,Beginner,2.7,3.0,28.0,44.3,10.2,Moderate,70.5,49.0,66.0,68.2,48.2,49.3,1,Statistics for DS
LRN00618,Data Scientist,Beginner,0.6,3.0,47.9,52.5,15.3,Fast,55.4,49.7,33.2,46.5,42.5,44.0,1,ML Algorithms Intro
LRN00619,Data Analyst,Beginner,10.4,2.0,34.5,42.0,2.2,Slow,37.1,53.1,33.9,0.0,44.4,53.5,1,SQL for Analysts
LRN00620,Data Analyst,Advanced,10.4,23.0,71.4,66.9,6.4,Moderate,98.6,75.0,72.6,45.1,83.4,53.4,0,Statistics for DS
LRN00621,ML Engineer,Intermediate,8.7,18.0,67.6,67.7,15.6,Fast,68.9,59.8,81.9,65.3,69.2,47.0,0,Python Foundations
LRN00622,Data Scientist,Beginner,3.6,2.0,57.0,61.8,11.8,Moderate,53.2,36.2,28.9,55.6,51.2,53.1,1,ML Algorithms Intro
LRN00623,MLOps Engineer,Intermediate,12.7,7.0,52.7,57.0,4.6,Slow,71.3,76.0,90.7,77.4,51.6,53.2,0,SQL for Analysts
LRN00624,Data Scientist,Advanced,10.1,24.0,65.1,65.5,8.3,Moderate,84.1,89.1,56.9,80.3,88.0,70.4,0,ML Algorithms Intro
LRN00625,MLOps Engineer,Intermediate,36.4,7.0,65.4,63.5,4.9,Slow,77.8,49.8,58.9,33.3,73.3,56.5,1,Deep Learning Basics
LRN00626,Data Scientist,Intermediate,9.0,4.0,73.1,62.0,20.1,Fast,76.2,70.3,69.3,48.7,68.7,51.1,0,Statistics for DS
LRN00627,ML Engineer,Advanced,37.9,22.0,100.0,92.0,10.5,Moderate,81.5,73.0,91.3,82.8,73.7,63.8,0,Python Foundations
LRN00628,Data Analyst,Intermediate,16.1,19.0,48.9,46.4,9.8,Moderate,76.7,62.2,69.5,50.5,78.8,68.9,0,Statistics for DS
LRN00629,ML Engineer,Intermediate,24.4,12.0,60.2,62.9,5.9,Slow,66.1,63.8,83.6,76.4,61.9,60.7,0,Python Foundations
LRN00630,ML Engineer,Beginner,3.7,3.0,62.6,65.2,8.5,Moderate,30.2,45.1,45.8,57.6,41.0,48.6,1,Python Foundations
LRN00631,MLOps Engineer,Beginner,1.8,0.0,74.6,65.1,9.6,Moderate,79.0,45.3,57.6,28.5,64.8,58.3,1,Deep Learning Basics
LRN00632,ML Engineer,Advanced,35.2,29.0,65.1,60.8,2.5,Slow,100.0,84.6,100.0,70.2,67.8,53.4,0,Deep Learning Basics
LRN00633,Data Analyst,Intermediate,16.0,12.0,53.9,65.3,11.3,Fast,56.9,59.6,50.1,45.8,61.9,63.1,0,Statistics for DS
LRN00634,Data Scientist,Intermediate,24.7,9.0,70.7,67.1,10.0,Moderate,48.6,51.0,100.0,32.8,50.8,47.9,0,Python Foundations
LRN00635,Data Analyst,Intermediate,7.5,13.0,60.1,51.9,17.0,Fast,60.4,67.8,58.9,51.3,83.2,60.6,0,Statistics for DS
LRN00636,Data Analyst,Beginner,6.0,3.0,33.6,45.1,8.1,Moderate,33.5,42.2,58.9,0.0,53.2,53.4,1,Statistics for DS
LRN00637,ML Engineer,Advanced,26.1,14.0,83.7,73.1,7.1,Slow,82.7,72.7,65.9,90.3,61.9,70.7,0,ML Algorithms Intro
LRN00638,ML Engineer,Beginner,10.4,3.0,68.2,57.1,6.8,Moderate,49.3,44.9,45.4,47.4,34.4,83.9,1,ML Algorithms Intro
LRN00639,ML Engineer,Advanced,17.6,37.0,60.1,62.6,10.7,Fast,94.4,83.9,70.1,65.9,64.0,52.7,0,ML Algorithms Intro
LRN00640,MLOps Engineer,Intermediate,6.3,11.0,87.5,75.1,6.9,Moderate,65.3,69.8,59.4,50.1,58.6,60.1,0,SQL for Analysts
LRN00641,ML Engineer,Beginner,1.7,2.0,36.4,44.9,0.5,Slow,30.3,52.4,44.2,16.1,74.2,33.4,1,Deep Learning Basics
LRN00642,ML Engineer,Beginner,1.5,3.0,50.2,49.5,17.0,Fast,72.7,39.6,33.8,36.3,38.1,46.4,1,ML Algorithms Intro
LRN00643,Data Analyst,Advanced,33.3,34.0,100.0,91.2,1.7,Slow,100.0,70.9,76.9,50.0,76.8,71.9,0,SQL for Analysts
LRN00644,Data Analyst,Beginner,1.5,2.0,49.9,53.8,12.0,Moderate,43.2,32.9,23.7,47.0,36.1,46.6,1,SQL for Analysts
LRN00645,ML Engineer,Beginner,4.0,4.0,40.5,34.7,11.9,Moderate,50.6,40.5,42.2,35.3,30.8,20.3,1,ML Algorithms Intro
LRN00646,MLOps Engineer,Intermediate,11.0,9.0,75.8,72.8,1.2,Slow,63.4,53.3,70.8,59.1,75.9,40.0,1,Python Foundations
LRN00647,Data Analyst,Beginner,1.7,3.0,42.4,46.4,1.6,Slow,59.7,27.5,33.4,0.0,69.3,69.3,1,Statistics for DS
LRN00648,Data Scientist,Beginner,2.4,2.0,52.8,61.3,5.6,Slow,65.3,55.0,51.1,37.0,34.5,54.0,1,Python Foundations
LRN00649,ML Engineer,Beginner,4.5,2.0,41.9,49.1,18.9,Fast,64.8,24.5,40.6,8.0,33.7,13.6,1,Deep Learning Basics
LRN00650,Data Analyst,Advanced,46.5,40.0,92.9,86.4,3.0,Moderate,78.1,63.3,70.6,95.5,100.0,67.6,0,Statistics for DS
LRN00651,Data Scientist,Beginner,2.9,1.0,24.1,31.7,9.8,Moderate,85.3,67.5,40.9,30.7,86.9,34.7,1,ML Algorithms Intro
LRN00652,MLOps Engineer,Beginner,0.9,4.0,29.8,35.3,9.4,Fast,55.2,36.8,18.0,0.0,59.4,1.9,1,Deep Learning Basics
LRN00653,ML Engineer,Beginner,1.3,5.0,23.9,34.6,7.4,Moderate,80.3,36.9,51.5,26.9,55.0,43.0,1,Deep Learning Basics
LRN00654,Data Analyst,Beginner,1.1,4.0,44.2,47.3,12.3,Moderate,32.1,33.2,32.7,0.0,80.5,58.1,1,Statistics for DS
LRN00655,MLOps Engineer,Beginner,5.0,1.0,22.1,39.5,18.0,Moderate,66.2,54.3,54.6,20.1,71.7,30.8,1,Deep Learning Basics
LRN00656,Data Scientist,Beginner,3.8,1.0,34.6,41.5,8.3,Moderate,61.6,60.0,58.9,20.2,34.2,49.1,1,ML Algorithms Intro
LRN00657,MLOps Engineer,Beginner,1.7,2.0,28.4,32.4,5.3,Moderate,44.4,27.5,49.9,16.8,61.9,39.1,1,Deep Learning Basics
LRN00658,Data Scientist,Intermediate,12.9,13.0,87.2,75.3,14.5,Fast,84.2,68.7,49.4,31.7,91.8,61.0,0,ML Algorithms Intro
LRN00659,ML Engineer,Advanced,24.7,27.0,65.1,67.9,16.2,Fast,96.3,91.7,73.6,62.9,60.5,51.3,0,Deep Learning Basics
LRN00660,Data Scientist,Beginner,1.7,1.0,25.7,35.2,7.0,Moderate,52.1,32.1,41.5,42.1,14.4,51.1,1,Statistics for DS
LRN00661,Data Scientist,Beginner,3.7,2.0,48.7,51.1,9.2,Moderate,35.8,73.9,70.7,62.6,32.6,31.3,1,Python Foundations
LRN00662,MLOps Engineer,Advanced,36.0,17.0,100.0,92.8,14.7,Fast,88.1,100.0,78.9,71.9,79.0,85.2,0,Deep Learning Basics
LRN00663,Data Analyst,Advanced,75.73749999999998,23.0,78.3,68.7,30.25,Slow,69.5,46.7,74.3,56.0,59.5,67.3,0,Statistics for DS
LRN00664,Data Analyst,Intermediate,75.73749999999998,22.0,64.4,53.0,15.5,Moderate,62.5,60.5,80.0,7.1,57.7,46.0,0,Statistics for DS
LRN00665,Data Scientist,Beginner,5.0,2.0,64.4,59.2,6.4,Moderate,54.2,37.1,43.5,32.0,34.4,41.8,1,Statistics for DS
LRN00666,ML Engineer,Intermediate,24.0,7.0,78.2,73.8,7.0,Moderate,44.1,62.4,100.0,58.8,46.1,53.4,0,Python Foundations
LRN00667,ML Engineer,Beginner,2.4,2.0,51.4,52.9,14.8,Fast,36.7,35.1,47.0,46.5,61.9,34.9,1,Python Foundations
LRN00668,MLOps Engineer,Beginner,3.9,4.0,36.3,36.4,6.0,Moderate,56.3,54.0,36.2,41.5,44.6,16.3,1,ML Algorithms Intro
LRN00669,Data Scientist,Beginner,2.5,3.0,51.8,58.8,1.9,Slow,65.3,50.8,45.6,24.3,53.7,40.1,1,Python Foundations
LRN00670,Data Scientist,Intermediate,32.7,8.0,44.6,50.0,17.9,Fast,42.4,61.6,67.5,28.6,72.3,74.5,1,Python Foundations
LRN00671,Data Analyst,Beginner,3.6,3.0,35.6,44.7,8.3,Moderate,57.4,60.0,7.9,33.3,57.5,59.4,1,Statistics for DS
LRN00672,ML Engineer,Intermediate,10.4,8.0,86.5,80.4,3.7,Moderate,78.4,61.9,97.1,57.7,67.3,49.3,1,Deep Learning Basics
LRN00673,MLOps Engineer,Beginner,3.2,3.0,64.5,57.3,12.1,Moderate,50.3,17.4,40.1,56.1,45.6,22.6,1,Python Foundations
LRN00674,ML Engineer,Beginner,5.6,6.0,51.6,55.5,10.3,Moderate,30.5,36.5,62.6,49.8,33.3,8.1,1,Python Foundations
LRN00675,ML Engineer,Intermediate,5.1,15.0,36.1,47.4,4.9,Moderate,65.3,94.5,59.2,75.0,37.2,38.8,1,ML Algorithms Intro
LRN00676,Data Scientist,Advanced,75.73749999999998,24.0,61.9,66.5,2.9,Moderate,100.0,71.5,78.8,84.1,61.9,84.7,0,Feature Engineering
LRN00677,MLOps Engineer,Beginner,2.7,2.0,34.8,45.6,30.25,Moderate,79.4,36.2,58.6,39.1,25.1,39.4,1,SQL for Analysts
LRN00678,Data Scientist,Intermediate,5.3,6.0,60.1,64.0,18.0,Fast,80.6,65.9,51.5,45.3,75.5,43.5,1,ML Algorithms Intro
LRN00679,Data Analyst,Beginner,1.9,4.0,26.2,28.5,2.9,Slow,46.0,45.5,0.0,47.0,52.8,47.9,1,SQL for Analysts
LRN00680,Data Scientist,Beginner,0.5,4.0,41.3,46.8,8.8,Moderate,54.4,78.5,58.9,34.2,32.9,41.8,1,ML Algorithms Intro
LRN00681,Data Analyst,Intermediate,23.9,48.5,91.5,77.7,8.4,Moderate,71.6,70.4,71.4,43.3,78.2,74.8,0,Statistics for DS
LRN00682,Data Analyst,Beginner,1.4,4.0,51.0,59.5,11.6,Fast,55.6,23.3,14.9,0.0,53.0,58.2,1,Statistics for DS
LRN00683,Data Analyst,Intermediate,19.5,12.0,68.3,70.9,13.2,Moderate,80.7,47.8,52.1,51.2,85.3,37.9,0,Statistics for DS
LRN00684,Data Scientist,Intermediate,28.2,16.0,49.7,48.5,18.0,Fast,64.0,67.9,77.0,44.9,68.1,64.8,0,Python Foundations
LRN00685,ML Engineer,Beginner,2.0,3.0,20.4,32.1,1.8,Slow,45.5,37.3,62.6,55.4,31.0,32.6,1,Python Foundations
LRN00686,Data Scientist,Beginner,2.6,3.0,26.6,37.7,9.6,Moderate,51.6,18.5,19.6,7.4,52.0,26.1,1,Statistics for DS
LRN00687,Data Scientist,Beginner,1.0,2.0,19.8,35.9,18.9,Fast,59.4,61.1,54.7,48.2,36.7,33.7,1,Statistics for DS
LRN00688,MLOps Engineer,Advanced,33.8,24.0,81.1,67.2,16.2,Fast,100.0,54.2,84.4,82.0,67.0,73.1,0,Statistics for DS
LRN00689,ML Engineer,Intermediate,41.2,16.0,70.8,57.6,13.7,Moderate,80.1,80.7,70.0,69.9,66.3,41.0,0,ML Algorithms Intro
LRN00690,Data Scientist,Beginner,4.2,2.0,30.5,39.5,17.8,Moderate,57.7,78.1,40.8,43.4,56.0,28.7,1,Statistics for DS
LRN00691,Data Scientist,Beginner,2.6,4.0,47.2,39.6,8.6,Moderate,63.4,48.7,41.8,29.0,53.1,35.3,1,ML Algorithms Intro
LRN00692,MLOps Engineer,Intermediate,12.5,7.0,87.0,79.6,2.3,Slow,69.1,69.2,64.3,44.8,67.9,34.4,0,Deep Learning Basics
LRN00693,Data Analyst,Beginner,2.9,4.0,74.4,72.7,9.2,Fast,47.6,30.8,0.9,42.4,61.9,64.5,1,SQL for Analysts
LRN00694,Data Scientist,Intermediate,10.4,14.0,60.1,77.2,9.4,Fast,38.9,86.5,58.9,45.5,83.6,61.2,0,Python Foundations
LRN00695,MLOps Engineer,Intermediate,14.2,6.0,62.4,58.9,12.7,Moderate,65.3,49.8,57.9,59.6,41.3,79.0,1,SQL for Analysts
LRN00696,Data Scientist,Intermediate,22.8,11.0,76.1,72.0,7.9,Moderate,59.2,55.9,65.0,41.8,69.0,55.6,0,Python Foundations
LRN00697,ML Engineer,Beginner,1.6,4.0,65.3,66.6,11.6,Moderate,24.7,38.6,39.6,19.1,65.7,39.8,1,Python Foundations
LRN00698,ML Engineer,Beginner,1.6,1.0,14.9,23.1,7.2,Slow,43.6,43.1,58.9,28.8,45.2,11.6,1,Deep Learning Basics
LRN00699,ML Engineer,Beginner,3.6,2.0,67.2,69.2,5.8,Moderate,39.7,40.0,28.1,48.0,61.9,27.4,1,ML Algorithms Intro
LRN00700,Data Scientist,Intermediate,7.5,12.0,56.8,59.0,6.2,Moderate,64.0,87.0,64.7,51.1,68.6,58.2,1,Python Foundations
LRN00701,Data Analyst,Advanced,57.3,46.0,72.0,65.7,9.2,Slow,95.6,68.4,86.8,63.7,84.3,79.2,1,Statistics for DS
LRN00702,Data Scientist,Beginner,3.0,2.0,39.7,46.4,8.8,Moderate,48.6,78.2,48.6,52.1,76.9,53.4,1,Python Foundations
LRN00703,Data Analyst,Intermediate,1.5,14.0,69.8,66.2,14.0,Moderate,48.9,51.3,50.5,40.7,62.4,60.5,0,SQL for Analysts
LRN00704,MLOps Engineer,Intermediate,19.0,13.0,48.3,60.3,0.9,Slow,67.9,78.0,70.2,38.8,51.4,57.7,1,Deep Learning Basics
LRN00705,Data Scientist,Beginner,0.5,2.0,40.7,44.9,8.6,Moderate,71.2,38.8,31.5,35.4,40.8,29.4,1,Statistics for DS
LRN00706,ML Engineer,Beginner,4.0,3.0,52.9,56.1,13.5,Moderate,43.1,46.0,74.0,48.5,64.5,53.4,1,Python Foundations
LRN00707,ML Engineer,Beginner,2.6,2.0,48.3,49.0,6.1,Moderate,44.2,39.8,76.2,33.7,30.9,39.2,1,Deep Learning Basics
LRN00708,ML Engineer,Intermediate,34.7,10.0,70.7,63.3,9.5,Moderate,82.2,59.1,70.6,67.4,61.9,43.4,0,ML Algorithms Intro
LRN00709,Data Scientist,Intermediate,27.6,4.0,60.1,60.8,9.2,Moderate,69.1,73.1,100.0,52.9,80.4,52.6,0,Python Foundations
LRN00710,Data Scientist,Intermediate,8.5,12.0,75.4,66.7,8.2,Slow,78.9,83.3,58.9,38.0,71.5,61.8,0,ML Algorithms Intro
LRN00711,MLOps Engineer,Advanced,0.0,34.0,95.8,88.7,5.0,Slow,88.4,83.4,62.1,74.6,88.7,33.5,0,ML Algorithms Intro
LRN00712,ML Engineer,Intermediate,11.2,12.0,79.9,76.6,24.3,Moderate,84.3,63.6,67.4,75.7,87.5,48.7,0,ML Algorithms Intro
LRN00713,ML Engineer,Advanced,16.4,36.0,86.4,75.0,8.3,Moderate,73.1,76.5,90.0,93.9,75.9,91.3,0,Python Foundations
LRN00714,MLOps Engineer,Intermediate,34.4,15.0,79.1,60.3,12.3,Moderate,65.3,48.3,100.0,42.4,62.2,23.5,0,SQL for Analysts
LRN00715,ML Engineer,Advanced,41.8,24.0,93.1,79.7,30.25,Moderate,79.8,71.8,80.4,71.8,78.8,79.0,0,Deep Learning Basics
LRN00716,Data Analyst,Advanced,61.6,19.0,100.0,80.8,18.7,Fast,63.6,70.9,66.5,40.2,77.8,84.1,0,Python Foundations
LRN00717,ML Engineer,Intermediate,15.4,10.0,83.3,73.6,8.3,Moderate,57.6,50.1,63.1,77.0,90.9,35.0,0,Python Foundations
LRN00718,Data Analyst,Advanced,38.2,10.0,78.7,72.9,17.4,Fast,93.0,83.0,94.6,75.0,70.6,81.4,0,SQL for Analysts
LRN00719,ML Engineer,Advanced,41.3,22.0,66.3,66.8,16.2,Moderate,84.3,59.9,97.0,85.8,79.5,83.6,0,Statistics for DS
LRN00720,MLOps Engineer,Intermediate,28.0,13.0,61.1,61.4,11.9,Moderate,61.6,58.5,63.1,24.6,52.8,40.2,0,Deep Learning Basics
LRN00721,Data Scientist,Intermediate,20.8,20.0,60.0,64.1,10.4,Moderate,71.6,91.9,46.8,47.0,73.2,43.6,0,ML Algorithms Intro
LRN00722,Data Scientist,Intermediate,8.5,15.0,72.7,64.5,6.7,Moderate,89.5,76.4,58.9,49.3,54.2,59.8,0,ML Algorithms Intro
LRN00723,Data Analyst,Advanced,75.73749999999998,16.0,69.5,65.0,9.6,Moderate,59.8,63.2,90.6,79.2,97.7,85.3,0,Statistics for DS
LRN00724,MLOps Engineer,Intermediate,15.4,5.0,82.9,83.4,1.0,Slow,59.1,46.0,70.9,43.7,74.5,40.2,1,Deep Learning Basics
LRN00725,Data Analyst,Advanced,32.4,23.0,59.2,50.8,11.7,Moderate,70.9,83.3,72.7,55.9,100.0,75.2,0,Statistics for DS
LRN00726,Data Analyst,Intermediate,0.0,16.0,40.5,44.3,11.6,Moderate,89.5,27.6,69.7,40.4,84.9,62.8,1,Statistics for DS
LRN00727,Data Analyst,Advanced,55.3,23.0,78.0,67.8,3.5,Slow,87.0,93.0,89.7,47.0,71.9,70.7,0,SQL for Analysts
LRN00728,Data Analyst,Beginner,3.2,4.0,32.4,39.8,14.0,Moderate,57.9,48.0,20.7,0.0,38.1,60.0,1,SQL for Analysts
LRN00729,Data Scientist,Intermediate,18.9,11.0,46.1,48.3,20.6,Fast,60.2,82.7,65.5,41.4,53.4,59.1,0,Python Foundations
LRN00730,Data Scientist,Intermediate,14.4,15.0,55.4,59.5,9.4,Moderate,65.3,58.0,60.5,57.8,71.3,59.5,1,Python Foundations
LRN00731,Data Scientist,Advanced,29.9,9.0,68.6,67.2,17.7,Fast,87.9,88.8,81.4,84.8,77.5,84.8,0,Advanced ML Projects
LRN00732,Data Analyst,Advanced,34.2,41.0,80.2,68.3,7.2,Moderate,86.7,79.7,57.6,81.3,82.6,67.3,0,Statistics for DS
LRN00733,Data Analyst,Intermediate,22.2,7.0,55.7,54.3,15.2,Fast,85.8,54.2,34.1,42.6,71.7,54.8,0,Statistics for DS
LRN00734,Data Scientist,Intermediate,23.8,16.0,56.9,57.8,12.8,Fast,68.4,50.8,41.8,68.3,82.3,53.4,0,ML Algorithms Intro
LRN00735,Data Analyst,Beginner,2.7,3.0,44.9,52.8,2.6,Slow,48.2,52.3,48.6,0.0,39.7,69.4,1,SQL for Analysts
LRN00736,ML Engineer,Advanced,61.9,24.0,95.2,95.6,15.7,Fast,85.9,60.0,64.3,47.0,82.2,51.9,0,ML Algorithms Intro
LRN00737,Data Analyst,Beginner,2.9,3.0,67.1,68.1,9.2,Slow,52.4,83.5,58.6,47.0,43.0,48.5,1,SQL for Analysts
LRN00738,Data Scientist,Intermediate,13.5,13.0,67.2,60.5,10.7,Moderate,89.9,76.6,57.3,45.8,59.0,68.1,0,ML Algorithms Intro
LRN00739,Data Scientist,Intermediate,19.8,14.0,68.4,60.3,19.1,Fast,49.7,57.4,84.2,59.7,82.4,45.7,0,Python Foundations
LRN00740,Data Scientist,Intermediate,5.8,17.0,62.3,62.4,9.0,Moderate,43.2,59.8,60.0,49.7,65.2,48.0,1,Python Foundations
LRN00741,Data Analyst,Beginner,3.3,5.0,52.2,52.2,0.9,Moderate,50.1,34.9,0.0,14.8,58.7,43.9,1,Statistics for DS
LRN00742,Data Analyst,Beginner,0.7,3.0,50.9,55.7,8.2,Moderate,56.8,70.7,46.6,0.0,64.8,64.6,1,Statistics for DS
LRN00743,MLOps Engineer,Advanced,20.4,42.0,99.9,77.7,0.5,Slow,65.5,62.2,100.0,64.6,80.6,53.4,0,Python Foundations
LRN00744,Data Analyst,Intermediate,0.0,12.0,36.7,46.2,2.2,Slow,45.8,83.1,44.4,47.0,83.9,59.7,1,Statistics for DS
LRN00745,Data Scientist,Beginner,2.7,4.0,41.5,44.9,8.4,Slow,71.2,46.3,49.3,34.8,46.9,17.7,1,Statistics for DS
LRN00746,Data Scientist,Intermediate,10.4,14.0,70.1,66.6,0.5,Slow,81.8,75.5,62.2,71.1,48.2,62.4,1,ML Algorithms Intro
LRN00747,Data Scientist,Beginner,2.8,2.0,44.6,55.8,6.6,Moderate,69.2,36.9,54.2,32.3,39.6,41.5,1,Statistics for DS
LRN00748,Data Scientist,Advanced,55.5,27.0,65.9,58.5,11.5,Moderate,96.9,85.9,86.1,46.1,76.5,92.4,0,Deep Learning Basics
LRN00749,ML Engineer,Beginner,6.5,4.0,25.5,37.1,6.9,Moderate,47.9,44.5,48.9,67.1,63.7,18.6,1,ML Algorithms Intro
LRN00750,ML Engineer,Beginner,3.6,3.0,57.1,61.5,6.7,Moderate,51.8,41.9,25.6,28.9,61.3,44.0,1,ML Algorithms Intro
LRN00751,Data Scientist,Beginner,1.9,3.0,33.6,42.3,10.1,Slow,54.7,56.6,42.3,25.9,86.7,27.3,1,Python Foundations
LRN00752,Data Scientist,Intermediate,12.4,16.0,38.7,37.8,10.1,Moderate,65.7,72.9,72.2,52.6,78.2,55.8,1,Python Foundations
LRN00753,Data Analyst,Intermediate,18.0,12.0,77.8,78.5,18.8,Fast,51.9,58.3,43.4,45.7,62.1,64.2,0,SQL for Analysts
LRN00754,Data Scientist,Intermediate,12.3,0.0,71.9,67.4,17.5,Fast,100.0,77.4,70.7,26.3,61.6,77.4,0,Deep Learning Basics
LRN00755,ML Engineer,Intermediate,13.0,20.0,63.3,59.9,9.5,Moderate,92.8,57.3,52.3,47.5,51.6,54.2,0,ML Algorithms Intro
LRN00756,Data Analyst,Beginner,4.5,3.0,31.3,38.5,7.8,Slow,57.4,60.0,14.0,0.0,40.4,53.1,1,SQL for Analysts
LRN00757,Data Scientist,Beginner,4.5,2.0,43.3,46.6,21.7,Fast,44.0,39.2,60.6,33.0,49.9,33.5,1,Statistics for DS
LRN00758,MLOps Engineer,Beginner,0.5,2.0,60.1,56.9,10.9,Fast,59.9,25.7,30.5,51.2,47.6,22.0,0,ML Algorithms Intro
LRN00759,Data Analyst,Advanced,24.8,22.0,55.8,57.8,8.9,Moderate,92.2,100.0,89.5,53.0,74.9,66.3,0,SQL for Analysts
LRN00760,Data Scientist,Beginner,2.3,2.0,60.1,30.4,3.9,Slow,52.4,71.3,49.3,45.4,65.0,67.2,1,ML Algorithms Intro
LRN00761,ML Engineer,Advanced,54.6,18.0,70.6,70.4,2.7,Slow,99.0,96.3,92.7,85.7,50.4,88.6,0,SQL for Analysts
LRN00762,Data Analyst,Beginner,4.7,2.0,44.6,51.5,11.9,Moderate,56.7,24.0,9.5,0.0,51.7,48.1,1,Statistics for DS
LRN00763,Data Analyst,Beginner,7.1,4.0,37.6,51.6,16.8,Fast,55.9,39.6,27.9,47.0,77.2,59.2,1,Statistics for DS
LRN00764,Data Analyst,Beginner,2.3,5.0,54.6,55.3,14.8,Moderate,65.3,69.4,27.1,0.0,71.9,70.3,1,Python Foundations
LRN00765,MLOps Engineer,Beginner,2.4,4.0,61.3,57.3,12.3,Moderate,59.8,35.2,29.4,28.2,38.7,50.1,1,ML Algorithms Intro
LRN00766,Data Analyst,Intermediate,23.3,17.0,60.1,60.3,13.1,Moderate,49.4,50.6,57.6,59.2,90.8,60.6,0,Statistics for DS
LRN00767,Data Analyst,Intermediate,11.9,10.0,73.4,79.3,12.4,Fast,65.3,85.2,58.0,37.0,65.7,63.8,0,SQL for Analysts
LRN00768,Data Analyst,Beginner,2.8,3.0,49.1,55.3,6.6,Moderate,38.4,31.4,63.8,47.0,34.1,29.5,1,SQL for Analysts
LRN00769,Data Analyst,Intermediate,14.3,14.0,65.1,60.5,13.8,Fast,54.3,87.5,48.3,47.0,75.4,70.4,0,Python Foundations
LRN00770,ML Engineer,Intermediate,0.0,9.0,45.6,57.5,13.0,Moderate,96.4,38.1,48.7,37.3,43.4,68.6,1,Deep Learning Basics
LRN00771,Data Analyst,Advanced,44.6,21.0,64.6,69.3,6.1,Moderate,100.0,92.4,81.5,47.0,61.9,98.7,0,Advanced ML Projects
LRN00772,ML Engineer,Advanced,38.2,34.0,59.7,53.7,6.2,Moderate,95.8,100.0,68.4,65.4,74.2,80.6,0,Deep Learning Basics
LRN00773,ML Engineer,Intermediate,29.4,17.0,62.8,58.6,5.6,Moderate,77.7,62.2,92.2,34.3,54.7,55.7,1,Deep Learning Basics
LRN00774,ML Engineer,Advanced,42.1,26.0,83.5,75.9,24.3,Fast,100.0,79.9,97.4,88.8,73.8,58.8,0,Advanced ML Projects
LRN00775,Data Analyst,Intermediate,6.7,6.0,43.3,43.5,8.6,Moderate,70.6,49.2,42.9,62.6,54.4,64.7,1,SQL for Analysts
LRN00776,MLOps Engineer,Intermediate,15.7,11.0,66.1,63.8,10.6,Moderate,70.3,72.9,57.4,75.9,76.3,39.7,0,ML Algorithms Intro
LRN00777,ML Engineer,Intermediate,75.73749999999998,5.0,51.9,57.5,5.6,Moderate,54.8,49.3,58.4,47.0,38.6,56.8,1,Deep Learning Basics
